Название товара;Id_категория;Цвет;Объем;Применение;Описание;Id_производителя;Цена;Количество;Изображение
Крем-питание для лица «Горшочек с медом»;1;;100;Небольшое количество крема нанесите на чистую сухую кожу лица и шеи легкими массирующими движениями.;Открой свой волшебный «Горшочек с медом»! Натуральный крем интенсивно питает, восстанавливает и омолаживает кожу. Свежий кипрейный мед интенсивно увлажняет, насыщает полезными веществами, дарит коже мягкость и бархатистость. Органический пчелиный воск усиливает защитные функции кожи и активизирует регенерацию, делая ее невероятно гладкой и красивой.;17;5,2;30;images/kitchen_krem.png
